"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,1096468306.808001,6577225852.973109,0,142,0,0,yes,1.000000
24,,5609395621.579964,45203140578.095879,0,823,0,0,yes,1.000000
23,,469798696.622515,2219048691.976100,0,57,0,0,yes,1.000000
22,,3384307306.297791,26323671855.084335,0,561,0,0,yes,1.000000
21,,442251180.267135,4309092922.948210,0,110,0,0,yes,1.000000
20,,812126096.550814,4253154937.834400,0,150,0,0,yes,1.000000
19,,714455355.802341,7006043740.889144,0,197,0,0,yes,1.000000
18,,5992419.187795,10544879.071770,0,5,0,0,yes,1.000000
17,,38223068.882032,356949041.057130,0,12,0,0,yes,1.000000
16,,5360340680.502813,42654027896.047653,0,784,0,0,yes,1.000000
15,,475740709.534277,3401760204.238748,0,158,0,0,yes,1.000000
14,,117877661.072850,1017806857.623520,0,67,0,0,yes,1.000000
13,,106357780.196526,1030377276.625420,0,121,0,0,yes,1.000000
12,,108383939.453124,1083757136.536120,0,123,0,0,yes,1.000000
11,,203099116.837551,1397953488.657689,0,235,0,0,yes,1.000000
10,,110332387.515864,1102386445.960400,0,171,0,0,yes,1.000000
9,,238284629.509380,1935019462.288110,0,110,0,0,yes,1.000000
8,,257928662.232081,2165054502.877921,0,238,0,0,yes,1.000000
7,,434248527.484422,3730408605.061009,0,238,0,0,yes,1.000000
6,,468737987.304786,3900365409.642610,0,229,0,0,yes,1.000000
5,,301455310.442283,3014553104.422833,0,175,0,0,yes,1.000000
4,,107541997.643654,1065688377.668960,0,104,0,0,yes,1.000000
3,,276535527.748922,2701961914.909639,0,127,0,0,yes,1.000000
2,,192323344.329095,1743634114.913070,0,157,0,0,yes,1.000000
1,,118118429.428616,1181184294.286160,0,92,0,0,yes,1.000000
