"planning_unit","number"
1792,0
1771,1
1770,1
1748,10
1747,0
1729,9
1727,8
1726,10
1725,1
1707,8
1706,5
1705,0
1704,10
1703,10
1702,10
1701,2
1700,0
1685,8
1684,0
1683,1
1682,10
1681,10
1680,10
1679,4
1678,1
1663,5
1662,10
1661,10
1660,10
1659,10
1658,10
1657,10
1656,10
1641,6
1640,7
1639,4
1638,10
1637,10
1636,10
1635,10
1634,2
1623,3
1619,10
1618,6
1617,9
1616,10
1615,10
1614,10
1613,10
1612,10
1611,0
1601,10
1600,2
1598,0
1597,3
1596,1
1595,1
1594,10
1593,10
1592,10
1591,10
1590,10
1579,7
1578,10
1577,2
1575,10
1574,6
1573,7
1572,10
1571,10
1570,10
1569,10
1568,10
1567,0
1557,1
1556,3
1554,9
1553,2
1552,10
1551,5
1550,10
1549,10
1548,10
1547,10
1546,10
1545,5
1535,1
1534,7
1533,4
1531,9
1530,9
1529,9
1528,10
1527,10
1526,10
1525,10
1524,10
1523,10
1513,2
1512,10
1510,7
1509,4
1508,8
1507,5
1506,0
1505,10
1504,10
1503,10
1502,10
1501,8
1491,5
1490,8
1489,3
1488,5
1487,9
1486,9
1485,5
1484,4
1483,10
1482,10
1481,10
1480,10
1479,10
1469,5
1468,9
1467,0
1466,7
1465,8
1464,8
1463,8
1462,0
1461,10
1460,10
1459,10
1458,10
1457,10
1447,1
1446,5
1445,0
1444,8
1443,7
1442,4
1441,1
1440,1
1439,10
1438,10
1437,10
1436,10
1435,10
1434,1
1425,10
1424,10
1423,1
1422,10
1421,10
1420,10
1419,6
1418,10
1417,10
1416,10
1415,10
1414,10
1413,10
1403,4
1402,9
1401,1
1400,9
1399,10
1398,10
1397,7
1396,8
1395,10
1394,10
1393,10
1392,10
1391,10
1390,10
1381,10
1380,9
1379,8
1378,10
1377,10
1376,10
1375,9
1374,10
1373,10
1372,10
1371,10
1370,10
1369,10
1368,1
1360,4
1359,0
1358,9
1357,10
1356,9
1355,10
1354,10
1353,10
1352,8
1351,10
1350,10
1349,10
1348,10
1347,10
1346,10
1345,2
1338,3
1337,5
1336,8
1335,5
1334,7
1333,7
1332,10
1331,8
1330,10
1329,10
1328,10
1327,10
1326,10
1325,10
1324,9
1316,4
1315,7
1314,7
1313,7
1312,9
1311,8
1310,9
1309,7
1308,9
1307,0
1306,10
1305,10
1304,10
1303,10
1302,10
1301,0
1294,0
1293,10
1292,2
1291,1
1290,3
1289,3
1288,3
1287,4
1286,1
1285,10
1284,0
1283,10
1282,10
1281,10
1280,0
1279,0
1272,2
1271,7
1270,9
1269,8
1268,9
1267,7
1266,9
1265,8
1264,7
1263,10
1262,1
1261,0
1260,10
1259,10
1258,0
1257,7
1250,7
1249,4
1248,7
1247,8
1246,10
1245,6
1244,7
1243,2
1242,10
1241,10
1240,0
1239,10
1238,10
1237,10
1236,3
1235,6
1227,7
1226,8
1225,8
1224,10
1223,9
1222,4
1221,8
1220,8
1219,10
1218,10
1217,10
1216,10
1215,10
1214,0
1213,6
1206,10
1205,3
1204,5
1203,9
1202,10
1201,3
1200,7
1199,3
1198,10
1197,10
1196,10
1195,10
1194,10
1193,10
1192,1
1191,6
1183,9
1182,8
1181,10
1180,10
1179,7
1178,7
1177,5
1176,8
1175,3
1174,10
1173,10
1172,10
1171,10
1170,0
1169,2
1164,5
1162,6
1161,5
1160,8
1159,8
1158,9
1157,4
1156,6
1155,1
1154,9
1153,10
1152,10
1151,10
1150,10
1149,10
1148,10
1147,8
1141,0
1140,0
1139,7
1138,7
1137,9
1136,9
1135,6
