"planning_unit","number"
1792,10
1771,10
1770,10
1748,10
1747,10
1729,10
1727,10
1726,10
1725,10
1707,10
1706,10
1705,10
1704,10
1703,10
1702,10
1701,10
1700,10
1685,10
1684,10
1683,10
1682,10
1681,10
1680,10
1679,10
1678,10
1663,10
1662,10
1661,10
1660,10
1659,10
1658,10
1657,10
1656,10
1641,10
1640,10
1639,10
1638,10
1637,10
1636,10
1635,10
1634,10
1623,10
1619,10
1618,10
1617,10
1616,10
1615,10
1614,10
1613,10
1612,10
1611,0
1601,10
1600,10
1598,10
1597,10
1596,10
1595,10
1594,10
1593,10
1592,10
1591,10
1590,10
1579,10
1578,10
1577,10
1575,10
1574,10
1573,10
1572,10
1571,10
1570,10
1569,10
1568,10
1567,10
1557,10
1556,10
1554,10
1553,10
1552,10
1551,10
1550,10
1549,10
1548,10
1547,10
1546,10
1545,10
1535,10
1534,10
1533,10
1531,10
1530,10
1529,10
1528,10
1527,10
1526,10
1525,10
1524,10
1523,10
1513,10
1512,10
1510,10
1509,10
1508,10
1507,10
1506,10
1505,10
1504,10
1503,10
1502,10
1501,10
1491,10
1490,10
1489,10
1488,10
1487,10
1486,10
1485,10
1484,10
1483,10
1482,10
1481,10
1480,10
1479,10
1469,10
1468,10
1467,10
1466,10
1465,10
1464,10
1463,10
1462,10
1461,10
1460,10
1459,10
1458,10
1457,10
1447,10
1446,10
1445,10
1444,10
1443,10
1442,10
1441,10
1440,10
1439,10
1438,10
1437,10
1436,10
1435,10
1434,10
1425,10
1424,10
1423,10
1422,10
1421,10
1420,10
1419,10
1418,10
1417,10
1416,10
1415,10
1414,10
1413,10
1403,10
1402,10
1401,10
1400,10
1399,10
1398,10
1397,10
1396,10
1395,10
1394,10
1393,10
1392,10
1391,10
1390,10
1381,10
1380,10
1379,10
1378,10
1377,10
1376,10
1375,10
1374,10
1373,10
1372,10
1371,10
1370,10
1369,10
1368,10
1360,10
1359,10
1358,10
1357,10
1356,10
1355,10
1354,10
1353,10
1352,10
1351,10
1350,10
1349,10
1348,10
1347,10
1346,10
1345,10
1338,10
1337,10
1336,10
1335,10
1334,10
1333,10
1332,10
1331,10
1330,10
1329,10
1328,10
1327,10
1326,10
1325,10
1324,10
1316,10
1315,10
1314,10
1313,10
1312,10
1311,10
1310,10
1309,10
1308,10
1307,10
1306,10
1305,10
1304,10
1303,10
1302,10
1301,10
1294,10
1293,10
1292,10
1291,10
1290,10
1289,10
1288,10
1287,10
1286,10
1285,10
1284,10
1283,10
1282,10
1281,10
1280,10
1279,10
1272,10
1271,10
1270,10
1269,10
1268,10
1267,10
1266,10
1265,10
1264,10
1263,10
1262,10
1261,10
1260,10
1259,10
1258,10
1257,10
1250,10
1249,10
1248,10
1247,10
1246,10
1245,10
1244,10
1243,10
1242,10
1241,10
1240,10
1239,10
1238,10
1237,10
1236,10
1235,10
1227,10
1226,10
1225,10
1224,10
1223,10
1222,10
1221,10
1220,10
1219,10
1218,10
1217,10
1216,10
1215,10
1214,10
1213,10
1206,10
1205,10
1204,10
1203,10
1202,10
1201,10
1200,10
1199,10
1198,10
1197,10
1196,10
1195,10
1194,10
1193,10
1192,10
1191,10
1183,10
1182,10
1181,10
1180,10
1179,10
1178,10
1177,10
1176,10
1175,10
1174,10
1173,10
1172,10
1171,10
1170,10
1169,10
1164,10
1162,10
1161,10
1160,10
1159,10
1158,10
1157,10
1156,10
1155,10
1154,10
1153,10
1152,10
1151,10
1150,10
1149,10
1148,10
1147,10
1141,10
1140,10
1139,10
1138,10
1137,10
1136,10
1135,10
1134,10
1133,10
1132,10
1131,10
1130,10
1129,10
1128,10
1127,10
1126,10
1125,10
1124,10
1120,10
1118,10
1117,10
1116,10
1115,10
1114,10
1113,10
1112,10
1111,10
1110,10
1109,10
1108,10
1107,10
1106,10
1105,10
1104,10
1103,10
1097,10
1096,10
1095,10
1094,10
1093,10
1092,10
1091,10
1090,10
1089,10
1088,10
1087,10
1086,10
1085,10
1084,10
1083,10
1082,10
1081,10
1080,10
1076,10
1074,10
1073,10
1072,10
1071,10
1070,10
1069,10
1068,10
1067,10
1066,10
1065,10
1064,10
1063,10
1062,10
1061,10
1060,10
1059,10
1053,10
1052,10
1051,10
1050,10
1049,10
1048,10
1047,10
1046,10
1045,10
1044,10
1043,10
1042,10
1041,10
1040,10
1039,10
1038,10
1037,10
1036,10
1032,10
1031,10
1030,10
1029,10
1028,10
1027,10
1026,10
1025,10
1024,10
1023,10
1022,10
1021,10
1020,10
1019,10
1018,10
1017,10
1016,10
1015,10
1009,10
1008,10
1007,10
1006,10
1005,10
1004,10
1003,10
1002,10
1001,10
1000,10
999,10
998,10
997,10
996,10
995,10
994,10
993,10
992,10
988,10
987,10
986,10
985,10
984,10
983,10
982,10
981,10
980,10
979,10
978,10
977,10
976,10
975,10
974,10
973,10
972,10
971,10
965,10
964,10
963,10
962,10
961,10
960,10
959,10
958,10
957,10
956,10
955,10
954,10
953,10
952,10
951,10
950,10
949,10
948,10
944,10
943,10
942,10
941,10
940,10
939,10
938,10
937,10
936,10
935,10
934,10
933,10
932,10
931,10
930,10
929,10
928,10
927,10
922,10
921,10
920,10
919,10
918,10
917,10
916,10
915,10
914,10
913,10
912,10
911,10
910,10
909,10
908,10
907,10
906,10
905,10
904,10
900,10
899,10
898,10
897,10
896,10
895,10
894,10
893,10
892,10
891,10
890,10
889,10
888,10
887,10
886,10
885,10
884,10
883,10
877,10
876,10
875,10
874,10
873,10
872,10
871,10
870,10
869,10
868,10
867,10
866,10
865,10
864,10
863,10
862,10
861,10
856,10
855,10
854,10
853,10
852,10
851,10
850,10
849,10
848,10
847,10
846,10
845,10
844,10
843,10
842,10
841,10
840,10
839,10
834,10
833,10
832,10
831,10
830,10
829,10
828,10
827,10
826,10
825,10
824,10
823,10
822,10
821,10
820,10
819,10
818,10
817,10
812,10
811,10
810,10
809,10
808,10
807,10
806,10
805,10
804,10
803,10
802,10
801,10
800,10
799,10
798,10
797,10
796,10
795,10
790,10
789,10
788,10
787,10
786,10
785,10
784,10
783,10
782,10
781,10
780,10
779,10
778,10
777,10
776,10
775,10
774,10
773,10
772,10
768,10
767,10
766,10
765,10
764,10
763,10
762,10
761,10
760,10
759,10
758,10
757,10
756,10
755,10
754,10
753,10
752,10
751,10
746,10
745,10
744,10
743,10
742,10
741,10
740,10
739,10
738,10
737,10
736,10
735,10
734,10
733,10
732,10
731,10
730,10
729,10
728,10
724,10
723,10
722,10
721,10
720,10
719,10
718,10
717,10
716,10
715,10
714,10
713,10
712,10
711,10
710,10
709,10
708,10
707,10
706,10
702,10
701,10
700,10
699,10
698,10
697,10
696,10
695,10
694,10
693,10
692,10
691,10
690,10
689,10
688,10
