"planning_unit","number"
1792,1
1771,0
1770,0
1748,10
1747,0
1729,3
1727,2
1726,10
1725,0
1707,2
1706,1
1705,0
1704,10
1703,10
1702,10
1701,0
1700,0
1685,2
1684,0
1683,1
1682,10
1681,10
1680,10
1679,1
1678,0
1663,1
1662,10
1661,7
1660,10
1659,10
1658,10
1657,10
1656,10
1641,0
1640,4
1639,1
1638,10
1637,10
1636,10
1635,10
1634,0
1623,0
1619,10
1618,4
1617,3
1616,10
1615,10
1614,10
1613,10
1612,10
1611,0
1601,10
1600,0
1598,0
1597,0
1596,0
1595,1
1594,10
1593,10
1592,10
1591,10
1590,10
1579,4
1578,9
1577,0
1575,9
1574,2
1573,1
1572,10
1571,10
1570,10
1569,10
1568,10
1567,0
1557,0
1556,0
1554,6
1553,0
1552,8
1551,0
1550,10
1549,10
1548,10
1547,10
1546,10
1545,4
1535,1
1534,4
1533,0
1531,8
1530,1
1529,7
1528,10
1527,10
1526,10
1525,10
1524,10
1523,10
1513,0
1512,6
1510,1
1509,3
1508,2
1507,1
1506,0
1505,10
1504,10
1503,10
1502,10
1501,2
1491,0
1490,7
1489,1
1488,5
1487,4
1486,4
1485,0
1484,0
1483,10
1482,10
1481,10
1480,10
1479,10
1469,2
1468,6
1467,1
1466,5
1465,6
1464,3
1463,2
1462,0
1461,10
1460,10
1459,10
1458,10
1457,10
1447,1
1446,2
1445,0
1444,9
1443,1
1442,0
1441,0
1440,1
1439,10
1438,10
1437,10
1436,10
1435,10
1434,0
1425,8
1424,9
1423,0
1422,10
1421,10
1420,4
1419,1
1418,10
1417,10
1416,10
1415,10
1414,10
1413,10
1403,6
1402,0
1401,0
1400,9
1399,10
1398,10
1397,0
1396,0
1395,10
1394,10
1393,10
1392,10
1391,10
1390,10
1381,7
1380,1
1379,6
1378,6
1377,10
1376,10
1375,1
1374,10
1373,10
1372,10
1371,10
1370,10
1369,10
1368,0
1360,0
1359,1
1358,3
1357,7
1356,3
1355,8
1354,10
1353,6
1352,1
1351,10
1350,10
1349,10
1348,10
1347,10
1346,10
1345,0
1338,1
1337,0
1336,2
1335,1
1334,1
1333,6
1332,4
1331,3
1330,10
1329,10
1328,10
1327,10
1326,10
1325,10
1324,0
1316,1
1315,2
1314,1
1313,0
1312,5
1311,1
1310,8
1309,3
1308,2
1307,0
1306,10
1305,10
1304,10
1303,10
1302,10
1301,0
1294,0
1293,10
1292,0
1291,0
1290,0
1289,0
1288,0
1287,0
1286,0
1285,10
1284,0
1283,10
1282,10
1281,10
1280,0
1279,0
1272,0
1271,1
1270,1
1269,2
1268,3
1267,2
1266,6
1265,1
1264,2
1263,10
1262,0
1261,0
1260,10
1259,10
1258,0
1257,0
1250,8
1249,0
1248,1
1247,4
1246,9
1245,3
1244,1
1243,1
1242,10
1241,10
1240,0
1239,10
1238,10
1237,10
1236,0
1235,0
1227,3
1226,3
1225,5
1224,9
1223,6
1222,4
1221,2
1220,3
1219,10
1218,10
1217,10
1216,10
1215,10
1214,0
1213,0
1206,7
1205,1
1204,1
1203,4
1202,8
1201,0
1200,0
1199,0
1198,10
1197,10
1196,10
1195,10
1194,10
1193,10
1192,0
1191,0
1183,1
1182,1
1181,8
1180,7
1179,1
1178,2
1177,1
1176,2
1175,0
1174,10
1173,10
1172,10
1171,10
1170,0
1169,0
1164,0
1162,5
1161,0
1160,2
1159,7
1158,9
1157,0
1156,0
1155,0
1154,5
1153,10
1152,10
1151,10
1150,10
1149,10
1148,10
1147,0
1141,0
1140,0
1139,2
1138,0
1137,2
1136,8
1135,0
1134,0
1133,0
1132,2
1131,0
1130,10
1129,10
1128,10
1127,10
1126,10
1125,0
1124,2
1120,0
1118,3
1117,1
1116,2
1115,5
1114,1
1113,0
1112,0
1111,4
1110,3
1109,10
1108,10
1107,10
1106,10
1105,10
1104,10
1103,0
1097,0
1096,0
1095,10
1094,0
1093,0
1092,0
1091,0
1090,0
1089,0
1088,0
1087,10
1086,10
1085,10
1084,10
1083,10
1082,10
1081,0
1080,0
1076,10
1074,10
1073,1
1072,0
1071,0
1070,1
1069,0
1068,1
1067,4
1066,2
1065,10
1064,10
1063,10
1062,10
1061,10
1060,10
1059,0
1053,0
1052,1
1051,10
1050,6
1049,4
1048,3
1047,2
1046,3
1045,3
1044,0
1043,1
1042,10
1041,10
1040,10
1039,10
1038,10
1037,0
1036,0
1032,10
1031,0
1030,10
1029,0
1028,3
1027,2
1026,6
1025,2
1024,6
1023,0
1022,4
1021,0
1020,10
1019,10
1018,10
1017,10
1016,0
1015,0
1009,2
